relative_time,BarometerSensor
78517,1019.8519287109375
78596,1019.8935546875
78637,1019.8843994140625
78717,1019.9086303710938
78797,1019.9447631835938
78837,1019.9730224609375
78916,1019.9581298828125
78997,1019.959228515625
79039,1019.9866333007812
79117,1020.0210571289062
79196,1020.0359497070312
79236,1020.06591796875
79317,1020.0769653320312
79397,1020.082275390625
79437,1020.111572265625
79517,1020.1358032226562
79597,1020.1194458007812
79637,1020.1736450195312
79717,1020.17236328125
79797,1020.1708374023438
79837,1020.1963500976562
79916,1020.2341918945312
79997,1020.2322998046875
80036,1020.2416381835938
80116,1020.2442016601562
80197,1020.267578125
80236,1020.2764892578125
80318,1020.2628784179688
80396,1020.2824096679688
80437,1020.29345703125
80516,1020.3047485351562
80596,1020.321533203125
80636,1020.326171875
80717,1020.3417358398438
80798,1020.3306884765625
80836,1020.344482421875
80917,1020.357666015625
80998,1020.360595703125
81036,1020.3502197265625
81117,1020.3635864257812
81198,1020.3880615234375
81237,1020.3782348632812
81317,1020.3812255859375
81399,1020.388671875
81436,1020.3717041015625
81517,1020.3831787109375
81598,1020.3861083984375
81637,1020.3897094726562
81717,1020.4048461914062
81798,1020.4152221679688
81836,1020.4033203125
81917,1020.3948364257812
81999,1020.3931274414062
82037,1020.409912109375
82118,1020.4069213867188
82200,1020.4169311523438
82236,1020.4063110351562
82319,1020.4309692382812
82396,1020.41650390625
82438,1020.411865234375
82519,1020.4086303710938
82596,1020.421630859375
82637,1020.4150390625
82718,1020.4126586914062
82796,1020.4290771484375
82836,1020.396728515625
82917,1020.4212036132812
82997,1020.4173583984375
83037,1020.4305419921875
83119,1020.4146118164062
83197,1020.4183959960938
83238,1020.4037475585938
83317,1020.4077758789062
83397,1020.4130859375
83437,1020.4326782226562
83517,1020.424560546875
83597,1020.403564453125
83638,1020.3884887695312
83717,1020.416748046875
83797,1020.4266967773438
83837,1020.4237670898438
83917,1020.405029296875
83998,1020.4150390625
84038,1020.4057006835938
84117,1020.421630859375
84197,1020.4097290039062
84238,1020.4212036132812
84318,1020.4269409179688
84397,1020.421630859375
84437,1020.4090576171875
84516,1020.4124755859375
84596,1020.4339599609375
84637,1020.3995361328125
84716,1020.42138671875
84797,1020.4252319335938
84837,1020.4326782226562
84917,1020.4275512695312
84997,1020.4487915039062
85036,1020.4375610351562
85117,1020.4271240234375
85197,1020.4186401367188
85236,1020.44287109375
85316,1020.4192504882812
85397,1020.4052734375
85436,1020.4318237304688
85517,1020.4130859375
85596,1020.419921875
85636,1020.419677734375
85717,1020.408203125
85797,1020.4171752929688
85837,1020.4152221679688
85916,1020.4229125976562
85998,1020.4573364257812
86036,1020.4186401367188
86117,1020.4190673828125
86197,1020.413330078125
86236,1020.42822265625
