Time, brightness
1504,469
1515,470
1525,470
1536,470
1546,470
1556,470
1566,470
1577,470
1588,470
1598,470
1608,471
1618,471
1629,471
1639,472
1650,472
1660,472
1671,472
1681,472
1691,472
1701,472
1713,472
1723,473
1733,473
1743,473
1754,474
1764,474
1774,474
1785,474
1796,474
1806,474
1816,474
1826,474
1837,475
1848,475
1858,475
1868,475
1879,475
1889,475
1899,475
1910,475
1921,475
1931,475
1941,475
1951,476
1961,476
1972,475
1983,475
1993,475
2003,475
2014,475
2024,475
2034,475
2045,476
2056,476
2066,476
2076,475
2086,475
2097,475
2107,475
2118,475
2128,475
2139,475
2149,475
2159,475
2169,475
2181,475
2191,474
2201,474
2211,474
2222,474
2232,474
2243,474
2253,474
2264,474
2274,474
2284,474
2294,473
2305,473
2316,473
2326,473
2336,473
2347,473
2357,473
2367,473
2378,473
2388,473
2399,473
2409,473
2419,473
2429,473
2440,472
2451,472
2461,473
2471,473
2482,473
2492,473
2502,473
2513,473
2524,473
2534,473
2544,473
2554,473
2565,473
2576,473
2586,473
2596,474
2607,473
2617,473
2627,473
2637,473
2649,473
2659,473
2669,474
2679,474
2690,474
2700,475
2711,475
2721,475
2732,475
2742,475
2752,475
2762,475
2772,475
2784,476
2794,476
2804,476
2814,476
2825,476
2835,476
2846,476
2856,476
2867,476
2877,476
2887,477
2897,477
2909,477
2919,477
2929,477
2939,477
2950,477
2960,477
2970,477
2981,477
2992,478
3002,478
3012,478
3022,478
3033,478
3044,478
3054,478
3064,477
3075,477
3085,477
3095,478
3105,478
3117,478
3127,478
3137,478
3147,477
3158,477
3168,477
3179,477
3189,477
3200,477
3210,477
3220,477
3230,477
3241,477
3252,476
3262,476
3272,476
3282,476
3293,476
3303,475
3314,476
3324,476
3335,476
3345,476
3355,475
3365,475
3377,475
3387,475
3397,474
3407,474
3418,475
3428,475
3438,475
3449,475
3460,475
3470,474
3480,474
3490,474
3501,474
3512,474
3522,474
3532,475
3543,475
3553,475
3563,475
3574,474
3585,474
3595,474
3605,474
3615,474
3625,475
3636,475
3647,475
3657,475
3667,475
3678,475
3688,475
3698,475
3709,475
3720,475
3730,475
3740,476
3750,476
3761,476
3771,477
3782,477
3792,477
3803,477
3813,477
3823,477
3833,477
3845,477
3855,477
3865,478
3875,478
3886,478
3896,478
3907,478
3917,478
3928,478
3938,478
3948,478
3958,479
3969,479
3980,479
3990,479
4000,479
4011,479
4021,479
4031,479
4042,479
4052,479
4063,479
4073,479
4083,479
4093,479
4104,479
4115,479
4125,479
4135,479
4146,479
4156,479
4166,479
4177,479
4188,479
4198,479
4208,478
4218,478
4229,478
4240,478
4250,478
4260,478
4271,478
4281,478
4291,478
4301,478
4313,477
4323,477
4333,477
4343,477
4354,476
4364,476
4375,476
4385,477
4396,477
4406,477
4416,476
4426,476
4436,476
4448,476
4458,476
4468,475
4478,476
4489,476
4499,476
4510,476
4520,476
4531,475
4541,475
4551,475
4561,475
4573,475
4583,475
4593,475
4603,476
4614,476
4624,475
4634,475
4645,475
4656,475
4666,475
4676,475
4686,475
4697,476
4708,476
4718,476
4728,476
4739,476
4749,476
4759,476
4769,476
4781,476
4791,476
4801,477
4811,477
4822,477
4832,477
4843,477
4853,477
4864,477
4874,477
4884,478
4894,478
4905,478
4916,478
4926,479
4936,479
4946,479
4957,479
4967,479
4978,479
4988,479
4999,479
5009,479
5019,480
5029,480
5041,480
5051,480
5061,480
5071,480
5082,480
5092,480
5102,480
5113,480
5124,480
5134,480
5144,480
5154,480
5165,480
5176,480
5186,480
5196,480
5207,479
5217,480
5227,480
5238,480
5249,480
5259,479
5269,479
5279,479
5289,479
5300,478
5311,478
5321,478
5331,478
5342,478
5352,478
5362,478
5373,478
5384,478
5394,477
5404,477
5414,477
5425,477
5435,477
5446,477
5456,477
5467,477
5477,477
5487,477
5497,477
5509,476
5519,476
5529,476
5539,476
5550,476
5560,477
5571,477
5581,476
5592,476
5602,476
5612,476
5622,476
5633,476
5644,476
5654,476
5664,477
5675,477
5685,476
5695,476
5706,476
5716,476
5727,476
5737,476
5747,477
5757,477
5768,477
5779,477
5789,477
5799,477
5810,477
5820,477
5830,477
5841,477
5852,477
5862,478
5872,478
5882,478
5893,478
5904,478
5914,478
5924,478
5935,478
5945,478
5955,478
5965,479
5977,479
5987,480
5997,480
6007,480
6018,480
6028,480
6039,480
6049,480
6060,480
6070,480
6080,480
6090,480
6100,481
6112,480
6122,480
6132,480
6142,480
6153,480
6163,480
6174,480
6184,481
6195,481
6205,481
6215,480
6225,480
6237,480
6247,480
6257,480
6267,480
6278,480
6288,480
6298,480
6309,480
6320,480
6330,479
6340,479
6350,479
6361,479
6372,478
6382,478
6392,479
6403,479
6413,479
6423,478
6433,478
6445,478
6455,478
6465,477
6475,477
6486,477
6496,477
6507,477
6517,477
6528,477
6538,477
6548,477
6558,477
6569,477
6580,476
6590,476
6600,477
6610,477
6621,477
6631,477
6642,477
6652,477
6663,476
6673,476
6683,476
6693,476
6705,477
6715,477
6725,477
6735,477
6746,477
6756,477
6766,477
6777,477
6788,477
6798,477
