Time, brightness
4812,477
4823,481
4833,483
4844,486
4854,488
4865,491
4875,484
4885,475
4895,483
4907,488
4917,490
4927,492
4937,494
4947,496
4958,497
4968,505
4979,494
4989,484
5000,490
5010,493
5020,494
5030,496
5042,497
5052,497
5062,498
5072,506
5083,495
5093,476
5103,483
5114,487
5125,489
5135,489
5145,491
5155,490
5166,491
5177,494
5187,483
5197,474
5208,462
5218,469
5228,473
5239,475
5250,475
5260,476
5270,477
5280,473
5291,463
5301,454
5312,446
5322,440
5332,448
5343,452
5353,456
5363,457
5374,464
5385,451
5395,441
5405,434
5415,426
5426,421
5436,423
5447,432
5457,437
5468,441
5478,447
5488,435
5498,428
5510,421
5520,416
5530,411
5540,411
5551,424
5561,432
5572,437
5582,448
5593,439
5603,432
5613,426
5623,422
5634,419
5645,420
5655,434
5665,442
5676,447
5686,452
5696,460
5707,452
5718,446
5728,443
5738,440
5748,446
5758,455
5769,461
5780,466
5790,470
5800,473
5811,480
5821,473
5831,467
5842,457
5853,469
5863,475
5873,480
5883,483
5894,486
5905,488
5915,491
5925,494
5936,486
5946,478
5956,485
5966,489
5978,492
5988,494
5998,495
6008,497
6019,498
6029,505
6040,496
6050,484
6061,491
6071,492
6081,495
6091,496
6102,497
6113,498
6123,498
6133,505
6144,494
6154,474
6164,482
6175,486
6185,488
6196,489
6206,489
6216,490
6226,490
6238,491
6248,481
6258,472
6268,459
6279,466
6289,471
6299,473
6310,474
6321,475
6331,487
6341,470
6351,460
6362,452
6373,444
6383,436
6393,446
6404,450
6414,453
6424,455
6434,461
6446,447
6456,438
6466,431
6476,424
6487,418
6497,420
6508,431
6518,436
6529,440
6539,446
6549,435
6559,428
6571,421
6581,416
6591,412
6601,412
6611,425
6622,433
6632,438
6643,451
6653,440
6664,433
6674,429
6684,425
6694,421
6706,425
6716,437
6726,445
6736,450
6747,455
6757,464
6767,456
6778,450
6789,446
6799,432
6809,449
6819,459
6830,464
6841,469
6851,473
6861,476
6872,483
6882,476
6892,470
6903,462
6914,472
6924,478
6934,482
6944,485
6955,488
6965,490
6976,493
6986,496
6996,488
7007,481
7017,487
7027,491
7038,494
7049,496
7059,497
7069,498
7079,499
7090,506
7100,497
7111,485
7121,491
7132,493
7142,495
7152,496
7162,497
7174,498
7184,498
7194,504
7204,493
7215,485
7225,481
7236,485
7246,487
7257,488
7267,489
7277,488
7287,489
7298,489
7309,479
7319,470
7329,455
7340,464
7350,468
7360,470
7371,472
7382,473
7392,483
7402,468
7412,458
7422,449
7433,441
7444,433
7454,443
7464,448
7475,451
7485,453
7495,458
7506,446
7517,436
7527,429
7537,422
7547,416
7558,420
7569,429
7579,435
7589,440
7600,446
7610,435
7620,428
7630,421
7642,416
7652,412
7662,414
7672,427
7683,434
7693,440
7704,454
7714,443
7725,436
7735,431
7745,428
7755,424
7766,428
7777,440
7787,448
7797,453
7808,458
7818,469
7828,459
7839,454
7849,450
7860,437
7870,453
7880,462
7890,468
7902,472
7912,475
7922,479
7932,488
7943,479
7953,474
7963,465
7974,475
7985,481
7995,485
8005,488
8015,490
8026,493
8037,495
8047,498
8057,490
8068,482
8078,489
8088,492
8098,495
8110,497
8120,498
8130,499
8140,500
8151,506
8161,496
8172,485
8182,491
8193,493
8203,496
8213,496
8223,497
8235,497
8245,497
8255,503
8265,491
8275,483
8286,479
8296,483
8307,485
8317,486
8328,487
8338,487
8348,487
8358,487
8370,476
8380,467
8390,450
8400,462
8411,465
8421,468
8431,469
8442,470
8453,479
8463,465
8473,455
8483,447
8494,439
8505,427
8515,440
8525,445
8536,449
8546,451
8556,455
8567,444
8578,434
8588,427
8598,421
8608,416
8619,417
8629,428
8640,435
8650,439
8660,446
8671,435
8681,427
8691,422
8702,417
8713,412
8723,415
8733,428
8743,436
8754,442
8764,457
8775,445
8785,439
8796,433
8806,430
8816,426
8826,432
8838,444
8848,451
8858,456
8868,460
8879,472
8889,463
8900,457
8910,452
8921,441
8931,457
8941,464
8951,470
8962,474
8973,478
8983,481
8993,491
9004,482
9014,476
9024,469
9035,478
9046,483
9056,487
9066,490
9076,492
9086,494
9097,496
9108,500
9118,492
9128,484
9139,490
9149,494
9159,495
9170,497
9181,499
9191,500
9201,501
9211,507
9222,497
9233,485
9243,491
9253,493
9264,494
9274,496
9284,496
9294,497
9306,497
9316,501
9326,490
9336,482
9347,476
9357,482
9368,483
9378,484
9389,485
9399,485
9409,485
9419,484
9430,474
9441,464
9451,445
9461,457
9472,463
9482,465
9492,467
9503,468
9513,475
9524,462
9534,452
9544,444
9554,436
9566,425
9576,437
9586,443
9596,446
9607,449
9617,454
9627,442
9638,433
9649,426
9659,420
9669,414
9679,417
9690,428
9701,435
9711,439
9721,446
9732,436
9742,428
9752,422
9762,417
9774,414
9784,417
9794,430
9804,438
9815,443
9825,448
9836,448
9846,441
9857,436
9867,433
9877,430
9887,436
9899,446
9909,453
9919,458
9929,463
9939,475
9950,467
9960,461
9971,456
9981,447
9992,461
10002,468
